tm,actual,arimax_oneshot,ci_low,ci_high,sarima_oneshot,naive,snaive,arimax_rolling
2025-07-02,89069,83475.40187254953,73925.93207622373,93024.87166887532,78151.76488445708,89209,73192,87050.51501364005
2025-07-03,89103,85166.19167284196,75587.13611497801,94745.2472307059,79887.80376210138,89069,74223,87428.59305277078
2025-07-04,84920,84354.45359636197,74759.34586477814,93949.5613279458,79182.746811737,89103,76223,86752.66093317737
2025-07-05,77901,73774.82031939272,64170.94104270782,83378.69959607761,69083.14923834067,84920,71638,76193.22779554078
2025-07-06,78705,73442.6177155193,63833.90467973497,83051.33075130363,68007.90712735428,77901,72284,77071.10824226319
2025-07-07,93374,87138.05343423603,77526.64880808892,96749.45806038314,79426.96994744154,78705,85599,89129.46322121716
2025-07-08,95675,87921.08112728132,78308.15836645795,97534.00388810468,79381.40526076095,93374,89209,93448.69164288994
2025-07-09,92685,86763.66836009896,77094.28406197036,96433.05265822756,78226.80155280352,95675,89069,92740.46582305327
2025-07-10,90717,86761.78721389918,77063.1363573747,96460.43807042367,79962.84043044782,92685,89103,89752.80878203348
2025-07-11,87206,85634.11038869395,75919.57097422874,95348.64980315916,79257.78348008344,90717,84920,87544.17453747528
2025-07-12,77144,73836.23200759388,64113.00395894097,83559.46005624678,69158.18590668711,87206,77901,77349.66602853114
2025-07-13,71975,71315.99242988956,61587.97178394837,81044.01307583075,68082.94379570072,77144,78705,74801.10387356202
2025-07-14,80116,82029.3254291346,72298.6329373228,91760.01792094638,79502.00661578798,71975,93374,81800.39814091292
2025-07-15,78825,80453.64727507292,70721.44556757816,90185.84898256767,79456.44192910739,80116,95675,80558.1612678355
2025-07-16,82918,79212.55350564435,69424.51385299525,89000.59315829344,78301.83822114996,78825,92685,78287.64231546909
2025-07-17,82505,80845.96117309776,71028.96266459458,90662.95968160094,80037.87709879426,82918,90717,82342.04305106128
2025-07-18,81588,80875.92461038179,71043.19518702936,90708.65403373422,79332.82014842988,82505,87206,81101.28575343854
2025-07-19,70401,69042.97230003662,59201.63405595919,78884.31054411405,69233.22257503355,81588,77144,71777.28944161285
2025-07-20,73579,70177.23040388727,60331.139128918556,80023.32167885598,68157.98046404716,70401,71975,71389.93042674223
2025-07-21,86584,83886.13244981738,74037.38826203758,93734.87663759718,79577.04328413442,73579,80116,84931.23174319966
2025-07-22,88890,83890.02687951096,74039.78199074253,93740.27176827939,79531.47859745382,86584,78825,86728.36902402145
2025-07-23,89515,83061.02138212524,73155.54027304245,92966.50249120803,78376.8748894964,88890,82918,88231.66372641461
2025-07-24,91379,85539.00435257713,75604.86124816863,95473.14745698564,80112.9137671407,89515,82505,89079.1547873363
2025-07-25,90528,87233.41701343356,77283.69500654619,97183.13902032093,79407.85681677632,91379,81588,90638.17271594002
2025-07-26,82821,77209.76709278548,67251.51315916434,87168.02102640661,69308.25924337999,90528,70401,81456.80171341602
2025-07-27,82696,76664.82948466568,66701.8605834709,86627.79838586046,68233.0171323936,82821,73579,81683.97034407753
2025-07-28,90985,89307.70786366216,79342.10421879719,99273.31150852713,79652.07995248085,82696,86584,92810.81205275934
2025-07-29,90991,88835.74758038709,78868.6513690404,98802.84379173379,79606.51526580026,90985,88890,91655.02484885474
2025-07-30,87806,87768.435274637,77746.68393132166,97790.18661795233,78451.91155784283,90991,89515,91058.8718499091
2025-07-31,86203,89479.45486793396,79429.32815499372,99529.5815808742,80187.95043548713,87806,91379,89039.69896198275
2025-08-01,85678,88335.99922247024,78270.44030404522,98401.55814089527,79482.89348512275,86203,90528,85099.2027585287
2025-08-02,80532,77153.58205558166,67079.56534906477,87227.59876209855,69383.29591172643,85678,82821,77482.56416249946
2025-08-03,76329,73930.37967770883,63851.68464898671,84009.07470643095,68308.05380074003,80532,82696,77481.08905377367
2025-08-04,86074,86412.69946946981,76331.38714609084,96494.01179284877,79727.11662082729,76329,90985,86710.49689088973
2025-08-05,87891,85688.52685951468,75605.72974618271,95771.32397284664,79681.5519341467,86074,90991,86748.3061347286
2025-08-06,87801,83956.71654450371,73819.82588725467,94093.60720175275,78526.94822618927,87891,87806,86273.03323074336
2025-08-07,87053,84742.0534000519,74577.06432487478,94907.04247522901,80262.98710383357,87801,86203,86124.89217659009
2025-08-08,84820,83102.94691555042,72922.6673078308,93283.22652327004,79557.93015346919,87053,85678,84071.46759881834
2025-08-09,72350,70276.34355212108,60087.677691219804,80465.00941302234,69458.33258007286,84820,80532,74603.6545422921
2025-08-10,73104,69377.20461728558,59183.895740227665,79570.51349434348,68383.09046908647,72350,76329,71674.80352393586
2025-08-11,85071,82217.76642634072,72021.85702394415,92413.6758287373,79802.15328917373,73104,86074,83346.16149451649
2025-08-12,85223,81393.3363126896,71195.94955938453,91590.72306599467,79756.58860249314,85071,87891,85096.02210749387
2025-08-13,85279,81432.50483169549,71181.56767295783,91683.44199043316,78601.98489453571,85223,87801,85516.51409563754
2025-08-14,84685,83027.15156164036,72748.38378157726,93305.91934170347,80338.02377218001,85279,87053,84809.46323597454
2025-08-15,80573,77208.06509996226,66914.14370584865,87501.98649407587,79632.96682181563,84685,84820,77897.43900904512
2025-08-16,78156,72420.41261542052,62118.174039612175,82722.65119122886,69533.3692484193,80573,72350,77149.73647837879
2025-08-17,78493,71793.76784774805,61486.92029526213,82100.61540023398,68458.12713743291,78156,73104,77178.42782435658
2025-08-18,91911,85696.29708076561,75386.8651299598,96005.72903157142,79877.18995752017,78493,85071,89511.55503478469
2025-08-19,93346,85179.38517083072,74868.4829896202,95490.28735204124,79831.62527083958,91911,85223,91309.79695582997
2025-08-20,93164,84098.64904335767,73734.7221189727,94462.57596774264,78677.02156288215,93346,85279,91199.6995116526
2025-08-21,94599,86192.73398226628,75801.235558998,96584.23240553455,80413.06044052645,93164,84685,91690.55269020147
2025-08-22,93253,86631.32691655177,76224.80729318818,97037.84653991536,79708.00349016207,94599,80573,92928.80788741674
2025-08-23,83469,75679.41108253274,65264.64101559566,86094.1811494698,69608.40591676574,93253,78156,83190.98845873581
2025-08-24,83069,75267.45239996469,64848.106196681474,85686.79860324791,68533.16380577935,83469,78493,82474.09844243315
2025-08-25,95951,88281.42450415443,77859.50942191473,98703.33958639414,79952.2266258666,83069,91911,93516.01414384866
2025-08-26,91434,84848.62558822213,74425.24709508,95272.00408136426,79906.66193918601,95951,93346,92600.49470230532
2025-08-27,88503,82626.21345815195,72150.31931099278,93102.10760531112,78752.05823122858,91434,93164,89177.24042916977
2025-08-28,91396,85237.53376564337,74734.31901433541,95740.74851695132,80488.09710887288,88503,94599,89263.6904280041
2025-08-29,91742,85983.70944017766,75465.60163022495,96501.81725013036,79783.0401585085,91396,93253,90614.01878731343
2025-08-30,81144,74420.6749581729,63894.38123014916,84946.96868619663,69683.44258511218,91742,83469,81331.098041784
2025-08-31,78152,72418.62647305403,61887.788312450626,82949.46463365744,68608.20047412578,81144,83069,78962.68599713553
2025-09-01,89532,84838.51153669879,74305.11944099239,95371.90363240518,80027.26329421304,78152,95951,89163.48659787771
2025-09-02,87098,82728.08293826292,72193.23396641944,93262.93191010639,79981.69860753245,89532,91434,87913.81784550367
2025-09-03,88533,82263.86515024329,71676.99387972544,92850.73642076114,78827.09489957502,87098,88503,86924.26631261871
2025-09-04,88135,83828.18085422169,73214.2320616642,94442.12964677918,80563.13377721932,88533,91396,88586.74630219584
2025-09-05,88196,83926.70730896661,73297.98954246948,94555.42507546373,79858.07682685494,88135,91742,87536.54216601142
2025-09-06,77341,72749.34388274193,62112.50262333061,83386.18514215325,69758.47925345862,88196,81144,78508.78065730032
2025-09-07,73125,70222.3364589853,59580.98139237454,80863.69152559606,68683.23714247222,77341,78152,74969.09416479937
2025-09-08,83765,81205.85049932123,70561.9558958234,91849.74510281906,80102.29996255948,73125,89532,83476.92923333228
2025-09-09,80100,78870.62903398038,68225.28381947914,89515.97424848162,80056.73527587889,83765,87098,82313.62251672501
2025-09-10,80012,77857.4778964035,67160.58878588445,88554.36700692256,78902.13156792146,80100,88533,80726.2718634236
2025-09-11,81243,80063.14093507442,69339.40995848527,90786.87191166358,80638.17044556576,80012,88135,81618.52383878505
2025-09-12,80265,79412.73609502637,68674.3563733787,90151.11581667404,79933.11349520138,81243,88196,80876.08175302282
2025-09-13,70110,68570.9380377362,57824.49525253187,79317.38082294051,69833.51592180505,80265,77341,71529.50145119276
2025-09-14,69712,67286.04622478335,56535.119233537014,78036.97321602968,68758.27381081866,70110,73125,69324.29964124113
2025-09-15,82311,81103.78313184029,70350.33048408531,91857.23577959527,80177.33663090592,69712,83765,83057.19868782931
2025-09-16,84004,80757.0170972404,70002.11984803302,91511.91434644778,80131.77194422533,82311,80100,82641.78624771364
2025-09-17,84378,78629.23353183012,67823.25656462302,89435.21049903722,78977.1682362679,84004,80012,82655.99553151919
2025-09-18,77178,77661.14429774582,66828.55405466822,88493.73454082343,80713.2071139122,84378,81243,81717.24488021056
2025-09-19,75214,75629.78275543294,64782.66032772124,86476.90518314464,80008.15016354782,77178,80265,75743.9948728674
2025-09-20,65418,64819.939838651706,53964.81287842925,75675.06679887416,69908.55259015149,75214,70110,66504.48555374065
2025-09-21,64083,62939.02310702951,52079.440568195336,73798.60564586369,68833.3104791651,65418,69712,64480.50008509327
2025-09-22,73830,75792.84330019473,64930.748493300576,86654.93810708888,80252.37329925236,64083,82311,76595.23729263156
2025-09-23,74796,75657.56699763917,64794.03335634568,86521.10063893265,80206.80861257177,73830,84004,75742.84621180735
2025-09-24,79128,75602.6460411921,64688.48331479043,86516.80876759377,79052.20490461434,74796,84378,77167.65990643826
2025-09-25,77812,77083.77523900714,66143.22109764065,88024.32938037363,80788.24378225864,79128,77178,78239.69230004888
2025-09-26,74644,75563.20368600915,64608.23042693996,86518.17694507833,80083.18683189426,77812,75214,76391.61706621046
2025-09-27,66185,65107.21979885847,54144.298731040726,76070.14086667621,69983.58925849793,74644,65418,66203.39444207458
2025-09-28,64199,63277.171651095996,52309.822705509214,74244.52059668278,68908.34714751154,66185,64083,65032.19053650066
2025-09-29,73653,74686.29513852549,63716.446845574195,85656.14343147678,80327.4099675988,64199,73830,74587.31229878994
2025-09-30,73444,73350.27185795302,62378.990267360394,84321.55344854564,80281.8452809182,73653,74796,73778.13283481344
2025-10-01,73111,72595.62266923414,61574.14971635311,83617.09562211519,79127.24157296077,73444,79128,75334.73194192049
2025-10-02,70696,75052.19610406428,64004.54718240842,86099.84502572013,80863.28045060507,73111,77812,74143.19080966267
2025-10-03,63924,68171.96591002072,57110.00760769426,79233.92421234718,80158.2235002407,70696,74644,64862.711625937016
2025-10-04,60603,64538.782378118136,53468.93126862787,75608.6334876084,70058.62592684437,63924,66185,63240.67461209442
2025-10-05,56927,57632.52060708159,46558.26843814057,68706.77277602261,68983.38381585797,60603,64199,55545.13468365025
2025-10-06,53033,68374.54925094693,57297.810210173746,79451.28829172012,80402.44663594523,56927,73653,66909.70501843625
2025-10-07,56492,67836.84675014908,56758.67972959265,78915.01377070551,80356.88194926464,53033,73444,57959.66171481056
2025-10-08,59071,67801.85195477153,56673.91897893993,78929.78493060311,79202.27824130721,56492,73111,61480.789672460196
2025-10-09,61180,68734.4951769643,57580.595558308574,79888.39479562001,80938.31711895151,59071,70696,60136.52772387702
2025-10-10,66232,73141.3100715749,61973.207632535254,84309.41251061455,80233.26016858713,61180,63924,67245.26002700119
2025-10-11,64027,64053.432231498045,52877.49034437095,75229.37411862514,70133.6625951908,66232,60603,60071.72583800088
2025-10-12,62650,61454.609765577276,50274.292796032176,72634.92673512237,69058.42048420441,64027,56927,62553.569543896665
2025-10-13,73176,72810.78577778746,61627.993987913316,83993.5775676616,80477.48330429167,62650,53033,68883.44129159061
2025-10-14,72660,71850.60465416215,60666.38999411696,83034.81931420733,80431.91861761108,73176,56492,72824.28818331043
2025-10-15,73212,71690.02277941586,60456.45581208249,82923.58974674923,79277.31490965365,72660,59071,73649.85781679061
2025-10-16,72937,73526.53468442376,62267.204555971315,84785.86481287621,81013.35378729795,73212,61180,72844.92868333925
2025-10-17,71620,72837.77617209122,61564.346750349374,84111.20559383307,80308.29683693357,72937,66232,71801.05110363799
2025-10-18,61543,60468.479897367346,49187.26281877464,71749.69697596005,70208.69926353724,71620,64027,61866.37140897768
2025-10-19,60162,59014.10791799092,47728.54093136925,70299.67490461259,69133.45715255085,61543,62650,60938.0057385427
2025-10-20,69493,73235.52381392376,61947.49365424219,84523.55397360533,80552.51997263811,60162,73176,71096.10744445951
2025-10-21,70431,73291.91763735139,62002.46951883802,84581.36575586475,80506.95528595752,69493,72660,71346.78370662095
2025-10-22,69634,70980.28299176904,59641.88497720678,82318.6810063313,79352.35157800009,70431,73212,70253.86865470106
2025-10-23,69621,71876.45730870045,60512.49402945224,83240.42058794867,81088.39045564439,69634,72937,69090.90031130548
2025-10-24,68362,71347.37402713098,59969.412083206444,82725.33597105552,80383.33350528001,69621,71620,69080.39404199358
2025-10-25,60537,60407.45786778837,49021.75856047292,71793.15717510383,70283.73593188368,68362,61543,60267.42634175703
2025-10-26,60017,60342.27635885321,48952.25155150416,71732.30116620226,69208.49382089729,60537,60162,61342.95842299771
2025-10-27,70932,73774.82050600425,62382.34378719314,85167.29722481537,80627.55664098455,60017,69493,69970.21123268269
2025-10-28,71448,73496.02508800593,62102.13513277547,84889.9150432364,80581.99195430396,70932,70431,71928.74498421467
2025-10-29,70693,71900.44435834447,60457.9961720318,83342.89254465712,79427.38824634653,71448,69634,71615.26744125066
2025-10-30,71052,73576.08837903639,62108.26748247656,85043.90927559622,81163.42712399083,70693,69621,71042.19154348376
2025-10-31,68971,72642.45664557494,61160.73494102487,84124.17835012502,80458.37017362645,71052,68362,69992.71860996725
2025-11-01,60385,60345.83239720658,48856.4221907639,71835.24260364925,70358.77260023012,68971,60537,59791.836716688435
2025-11-02,60384,60666.45306453215,49172.741033701735,72160.16509536256,69283.53048924373,60385,60017,61252.984422624155
2025-11-03,71072,74331.69686149985,62835.543812560136,85827.84991043956,80702.59330933099,60384,70932,70886.88408580054
2025-11-04,70465,72728.34356852138,61230.78182541639,84225.90531162637,80657.0286226504,71072,71448,70767.37823387983
2025-11-05,69436,71065.40603274644,59519.66743836987,82611.14462712301,79502.42491469297,70465,70693,70388.9900486128
2025-11-06,70055,72606.01910783147,61035.09524443379,84176.94297122915,81238.46379233726,69436,71052,69746.94935893916
2025-11-07,67814,71762.47384523133,60177.74437762313,83347.20331283953,80533.40684197289,70055,68971,68831.33259508276
2025-11-08,59993,60953.62572037918,49361.25524230609,72545.99619845227,70433.80926857656,67814,60385,60356.44435933275
2025-11-09,59258,59283.07761747643,47686.428290318894,70879.72694463396,69358.56715759017,59993,60384,58964.93995975857
2025-11-10,70285,72953.65605273722,61354.57624895493,84552.73585651952,80777.62997767742,59258,71072,69694.90065416977
2025-11-11,70873,72822.31354351496,61221.82941589829,84422.79767113163,80732.06529099683,70285,70465,71223.7188299389
2025-11-12,70050,71722.3277620661,60074.038311809396,83370.6172123228,79577.4615830394,70873,69436,71049.2792067483
2025-11-13,69937,73093.28455502614,61419.99237913725,84766.57673091503,81313.5004606837,70050,70055,70291.6831768145
2025-11-14,68713,73066.81512950378,61379.81001232994,84753.82024667763,80608.44351031932,69937,67814,69460.88102536363
2025-11-15,60524,61901.182708303684,50206.582760283694,73595.78265632367,70508.845936923,68713,59993,60877.95649877862
2025-11-16,60424,60464.98086208949,48766.12437006851,72163.83735411047,69433.6038259366,60524,59258,59966.9148291641
2025-11-17,74529,75252.2077089634,63550.93094534063,86953.48447258616,80852.66664602386,60424,70285,72132.55826872747
2025-11-18,76163,75637.90145868283,63935.224577375804,87340.57833998985,80807.10195934327,74529,70873,75344.43516666447
2025-11-19,75238,74472.4556535622,62722.33553592271,86222.57577120168,79652.49825138584,76163,70050,75351.88290656391
2025-11-20,73692,75128.37255355783,63353.427558799056,86903.3175483166,81388.53712903014,75238,69937,73984.82635027975
2025-11-21,72132,74565.47301415815,62776.905305784014,86354.04072253229,80683.48017866576,73692,68713,72053.03283472326
2025-11-22,62085,63096.86374521202,51300.74612870162,74892.98136172241,70583.88260526943,72132,60524,63380.80349468098
2025-11-23,61211,62124.07335657622,50323.72085930641,73924.42585384603,69508.64049428304,62085,60424,62028.35473938713
2025-11-24,71960,74318.61843568202,62515.85554988017,86121.38132148386,80927.7033143703,61211,74529,71229.54926389511
2025-11-25,75196,75175.91671442629,63371.75776019589,86980.07566865669,80882.13862768971,71960,76163,73949.70824181549
2025-11-26,73232,73630.01048570122,61778.7613246924,85481.25964671004,79727.53491973228,75196,75238,74142.2212204459
2025-11-27,75945,76069.43634493559,64193.535651894446,87945.33703797673,81463.57379737658,73232,73692,74019.49429246
2025-11-28,73549,75666.4686905177,63777.03317588778,87555.9042051476,80758.5168470122,75945,72132,74134.83372931549
2025-11-29,62479,63831.60152429343,51934.659819111155,75728.5432294757,70658.91927361587,73549,62085,64006.95236703603
2025-11-30,60401,61209.127764916426,49307.97222713456,73110.28330269828,69583.67716262948,62479,61211,60622.87047141997
2025-12-01,74406,76357.58555702826,64454.029205506595,88261.14190854992,81002.73998271674,60401,71960,73440.84568642803
2025-12-02,78345,77314.08935663624,65409.140835911014,89219.03787736146,80957.17529603615,74406,75196,76696.77505546877
2025-12-03,82657,78480.6129995382,66528.91860879672,90432.30739027969,79802.57158807872,78345,73232,79470.87024871708
2025-12-04,82146,79974.54115945075,67998.36425910138,91950.71805980011,81538.61046572302,82657,75945,81762.15943898635
2025-12-05,80983,79473.15665227147,67483.53058077265,91462.78272377029,80833.55351535864,82146,73549,79469.72962407467
2025-12-06,66892,67442.22980087639,55445.140100171615,79439.31950158117,70733.95594196231,80983,62479,69864.00009324426
2025-12-07,63867,64899.963872390574,52898.68079742247,76901.24694735868,69658.71383097592,66892,60401,64901.553474581924
2025-12-08,78886,78324.89603836654,66321.22142907623,90328.57064765684,81077.77665106318,63867,74406,75492.24519799279
2025-12-09,79694,78631.20768945952,66626.14466663163,90636.27071228741,81032.21196438259,78886,78345,80216.86346073433
2025-12-10,78779,76832.50575575385,64781.03285076353,88883.97866074418,79877.60825642516,79694,82657,78812.71069374049
2025-12-11,78517,78076.06009839578,66000.26955438971,90151.85064240186,81613.64713406946,78779,82146,78297.36818121509
2025-12-12,78812,78109.45097736515,66020.29475995128,90198.60719477902,80908.59018370508,78517,80983,77294.86805758208
2025-12-13,67247,67592.22969269296,55495.65129738001,79688.8080880059,70808.99261030875,78812,66892,68647.74012307098
2025-12-14,66818,67045.91774653606,54945.16586933466,79146.66962373744,69733.75049932236,67247,63867,66904.3811114375
2025-12-15,81217,80027.07205394331,67923.9376386474,92130.20646923922,81152.81331940962,66818,78886,78685.1823783531
2025-12-16,82243,78603.65737152881,66499.13816090979,90708.17658214783,81107.24863272902,81217,79694,80427.0615005481
2025-12-17,77799,76582.39285158266,64431.79172295256,88732.99398021275,79952.6449247716,82243,78779,80268.28381342941
2025-12-18,79780,78781.08450278573,66606.32661548625,90955.8423900852,81688.6838024159,77799,78517,78551.74973702549
2025-12-19,81098,77910.0699465508,65722.02781496907,90098.11207813252,80983.62685205152,79780,78812,77850.83805484636
2025-12-20,64243,65990.37945957096,53794.95553505144,78185.80338409048,70884.02927865519,81098,67247,68565.9432758285
2025-12-21,66522,66325.55789498368,54125.979837552375,78525.13595241497,69808.7871676688,64243,66818,65232.01177448435
2025-12-22,81177,79661.95004129875,67459.99817032738,91863.90191227013,81227.84998775605,66522,81217,79173.37053609024
2025-12-23,82812,79050.0676222024,66846.73444243976,91253.40080196505,81182.28530107546,81177,82243,81640.80895643879
2025-12-24,82180,77683.14166766085,65434.04681814702,89932.23651717468,80027.68159311803,82812,77799,80758.40484969332
2025-12-25,72089,74204.69025365482,61931.59568854708,86477.78481876255,81763.72047076233,82180,79780,76657.53373466815
2025-12-26,82377,81662.20582950793,69375.90646022913,93948.50519878673,81058.66352039795,72089,81098,80261.880294192
2025-12-27,69190,69894.16264699078,57600.5208447508,82187.80444923075,70959.06594700163,82377,64243,69516.11738958604
2025-12-28,65599,67506.88346238351,55209.10635416325,79804.66057060378,69883.82383601523,69190,66522,67499.91348089505
2025-12-29,79283,79406.17300687643,67106.03054889175,91706.31546486111,81302.88665610249,65599,81177,77872.77419852048
2025-12-30,79693,79286.53395521775,66985.01354874467,91588.05436169083,81257.3219694219,79283,82812,80935.47890124543
2025-12-31,79488,79741.70564113298,67394.73638887006,92088.6748933959,80102.71826146447,79693,82180,80905.31549680393
